,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
4852,175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 325 HP 354 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD R-Design Premier Plus,Volvo,2012 Volvo XC60,2012,325,354
4853,175,19,97,All-wheel drive,Volvo 3.0 L 6 Cylinder 325 HP 354 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC60 T6 AWD R-Design Platinum,Volvo,2012 Volvo XC60,2012,325,354
4854,188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Volkswagen GTI 4-Door,Volkswagen,2012 Volkswagen GTI 4-Door,2012,200,207
4855,188,115,242,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2012 Volkswagen GTI 4-Door Autobahn,Volkswagen,2012 Volkswagen GTI 4-Door,2012,200,207
4856,160,62,221,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2012 Jeep Patriot Sport 4x4,Jeep,2012 Jeep Patriot,2012,172,165
4857,127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2012 Jeep Patriot Sport 2.4L 4x2,Jeep,2012 Jeep Patriot,2012,172,165
4858,127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,True,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2012 Jeep Patriot Latitude 4x2,Jeep,2012 Jeep Patriot,2012,158,141
4859,127,62,221,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,True,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2012 Jeep Patriot Latitude 2.4L 4x2,Jeep,2012 Jeep Patriot,2012,172,165
4860,127,62,221,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,True,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2012 Jeep Patriot Sport 4x2,Jeep,2012 Jeep Patriot,2012,158,141
4861,205,181,16,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,True,5,5 Speed Manual,22,Gasoline,31,Manual transmission,2012 Volkswagen Beetle 2.5L,Volkswagen,2012 Volkswagen Beetle,2012,170,177
4862,205,181,16,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,29,Automatic transmission,2012 Volkswagen Beetle 2.5L AT,Volkswagen,2012 Volkswagen Beetle,2012,170,177
4863,205,181,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,True,6,6 Speed Manual,21,Gasoline,30,Manual transmission,2012 Volkswagen Beetle Turbo,Volkswagen,2012 Volkswagen Beetle,2012,200,207
4864,193,12,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,True,6,6 Speed Manual,14,Gasoline,19,Manual transmission,2012 Cadillac CTS-V Wagon,Cadillac,2012 Cadillac CTS-V Wagon,2012,556,551
4865,193,12,49,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 556 hp 551 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Cadillac CTS-V Wagon AT,Cadillac,2012 Cadillac CTS-V Wagon,2012,556,551
4866,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Sport S AT,Jeep,2012 Jeep Wrangler,2012,285,260
4867,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Sport,Jeep,2012 Jeep Wrangler,2012,285,260
4868,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Sport S,Jeep,2012 Jeep Wrangler,2012,285,260
4869,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Sport AT,Jeep,2012 Jeep Wrangler,2012,285,260
4870,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Rubicon AT,Jeep,2012 Jeep Wrangler,2012,285,260
4871,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Sahara AT,Jeep,2012 Jeep Wrangler,2012,285,260
4872,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler Arctic AT,Jeep,2012 Jeep Wrangler,2012,285,260
4873,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Arctic,Jeep,2012 Jeep Wrangler,2012,285,260
4874,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Sahara,Jeep,2012 Jeep Wrangler,2012,285,260
4875,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler Rubicon,Jeep,2012 Jeep Wrangler,2012,285,260
4876,132,225,118,Front-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2012 Cadillac SRX Crossover,Cadillac,2012 Cadillac SRX Crossover,2012,308,265
4877,132,225,118,Front-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Cadillac SRX Crossover Premium,Cadillac,2012 Cadillac SRX Crossover,2012,308,265
4878,132,225,118,All-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2012 Cadillac SRX Crossover Premium AWD,Cadillac,2012 Cadillac SRX Crossover,2012,308,265
4879,132,225,118,Front-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Cadillac SRX Crossover Luxury,Cadillac,2012 Cadillac SRX Crossover,2012,308,265
4880,132,225,118,All-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Cadillac SRX Crossover Luxury AWD,Cadillac,2012 Cadillac SRX Crossover,2012,308,265
4881,132,225,118,Front-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2012 Cadillac SRX Crossover Performance,Cadillac,2012 Cadillac SRX Crossover,2012,308,265
4882,132,225,118,All-wheel drive,Cadillac 3.6L  6 Cylinder 308 hp 265 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Cadillac SRX Crossover Performance AWD,Cadillac,2012 Cadillac SRX Crossover,2012,308,265
4883,77,60,219,Rear-wheel drive,GMC 4.3L 6 Cylinder 195 hp 260 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2012 GMC Savana Cargo Van 1500 Regular Wheelbase,GMC,2012 GMC Savana,2012,195,260
4884,77,60,219,Rear-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,True,4,4 Speed Automatic,13,Gasoline,18,Automatic transmission,2012 GMC Savana Cargo Van 1500 Regular Wheelbase 310 hp,GMC,2012 GMC Savana,2012,310,334
4885,77,60,219,All-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,True,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission,2012 GMC Savana Cargo Van 1500 Regular Wheelbase AWD,GMC,2012 GMC Savana,2012,310,334
4886,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,6,6 Speed Manual,17,Gasoline,21,Manual transmission,2012 Jeep Wrangler  Call Of Duty MW3 Edition,Jeep,2012 Jeep Wrangler,2012,285,260
4887,34,41,79,Four-wheel drive,Jeep 3.6L 6 Cylinder 280 hp 260 lb-ft,True,5,5 Speed Automatic,17,Gasoline,21,Automatic transmission,2012 Jeep Wrangler  Call Of Duty MW3 Edition AT,Jeep,2012 Jeep Wrangler,2012,285,260
4888,66,230,69,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC70 3.2 Premier,Volvo,2012 Volvo XC70,2012,240,236
4889,66,230,69,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC70 T6 AWD Platinum,Volvo,2012 Volvo XC70,2012,300,325
4890,66,230,69,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC70 3.2 Platinum,Volvo,2012 Volvo XC70,2012,240,236
4891,66,230,69,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission,2012 Volvo XC70 3.2 Premier Plus,Volvo,2012 Volvo XC70,2012,240,236
4892,66,230,69,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2012 Volvo XC70 T6 AWD Premier Plus,Volvo,2012 Volvo XC70,2012,300,325
4893,114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Manual,18,Gasoline,28,Manual transmission,2012 BMW 328i Coup,BMW Motorrad,2012 BMW 3 Series Coup,2012,230,200
4894,114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 BMW 328i Coup AT,BMW Motorrad,2012 BMW 3 Series Coup,2012,230,200
4895,114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2012 BMW 328i xDrive Coup,BMW Motorrad,2012 BMW 3 Series Coup,2012,230,200
4896,114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2012 BMW 328i xDrive Coup AT,BMW Motorrad,2012 BMW 3 Series Coup,2012,230,200
4897,114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Manual,19,Gasoline,28,Manual transmission,2012 BMW 335i Coup,BMW,2012 BMW 3 Series Coup,2012,300,300
4898,114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 BMW 335i Coup AT,BMW,2012 BMW 3 Series Coup,2012,300,300
4899,114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,True,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2012 BMW 335is Coup,BMW,2012 BMW 3 Series Coup,2012,320,332
4900,114,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,True,7,7 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 BMW 335is Coup AT,BMW,2012 BMW 3 Series Coup,2012,320,332
4901,114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2012 BMW 335i xDrive Coup,BMW,2012 BMW 3 Series Coup,2012,300,300
4902,114,12,247,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 BMW 335i xDrive Coup AT,BMW,2012 BMW 3 Series Coup,2012,300,300
4903,132,9,24,Rear-wheel drive,BMW 4.0L 8 cylinder 414 hp 295 ft-lbs,True,6,6 Speed Manual,14,Gasoline,20,Manual transmission,2012 BMW M3 Coup,BMW,2012 BMW 3 Series Coup,2012,414,295
4904,132,9,24,Rear-wheel drive,BMW 4.0L 8 cylinder 414 hp 295 ft-lbs,True,7,7 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2012 BMW M3 Coup AT,BMW,2012 BMW 3 Series Coup,2012,414,295
4905,247,200,105,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 Platinum,Volvo,2012 Volvo XC90,2012,240,236
4906,247,200,105,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 Premier Plus,Volvo,2012 Volvo XC90,2012,240,236
4907,247,200,105,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 R-Design Platinum,Volvo,2012 Volvo XC90,2012,240,236
4908,247,200,105,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 R-Design Premier Plus,Volvo,2012 Volvo XC90,2012,240,236
4909,175,19,97,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC60 3.2 AWD Premier Plus,Volvo,2012 Volvo XC60,2012,240,236
4910,175,19,97,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC60 3.2 AWD Platinum,Volvo,2012 Volvo XC60,2012,240,236
4911,175,19,97,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC60 3.2 AWD Premier,Volvo,2012 Volvo XC60,2012,240,236
4912,66,230,69,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC70 3.2 AWD Premier Plus,Volvo,2012 Volvo XC70,2012,240,236
4913,66,230,69,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC70 3.2 AWD Premier,Volvo,2012 Volvo XC70,2012,240,236
4914,66,230,69,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2012 Volvo XC70 3.2 AWD Platinum,Volvo,2012 Volvo XC70,2012,240,236
4915,39,220,128,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover LR4,Land Rover,2012 Land Rover LR4,2012,375,375
4916,39,220,128,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover LR4 HSE LUX,Land Rover,2012 Land Rover LR4,2012,375,375
4917,39,220,128,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover LR4 HSE,Land Rover,2012 Land Rover LR4,2012,375,375
4918,135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade,Cadillac,2012 Cadillac Escalade,2012,403,417
4919,135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2012 Cadillac Escalade AWD,Cadillac,2012 Cadillac Escalade,2012,403,417
4920,135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2012 Cadillac Escalade Luxury,Cadillac,2012 Cadillac Escalade,2012,403,417
4921,135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2012 Cadillac Escalade Luxury AWD,Cadillac,2012 Cadillac Escalade,2012,403,417
4922,135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade Premium,Cadillac,2012 Cadillac Escalade,2012,403,417
4923,135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Cadillac Escalade Premium AWD,Cadillac,2012 Cadillac Escalade,2012,403,417
4924,135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade Platinum,Cadillac,2012 Cadillac Escalade,2012,403,417
4925,135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Cadillac Escalade Platinum AWD,Cadillac,2012 Cadillac Escalade,2012,403,417
4926,135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,True,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2012 Cadillac Escalade Hybrid,Cadillac,2012 Cadillac Escalade Hybrid,2012,332,367
4927,135,23,214,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,True,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2012 Cadillac Escalade Hybrid 4WD,Cadillac,2012 Cadillac Escalade Hybrid,2012,332,367
4928,135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,True,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2012 Cadillac Escalade Hybrid Platinum,Cadillac,2012 Cadillac Escalade Hybrid,2012,332,367
4929,135,23,214,Four-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,True,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2012 Cadillac Escalade Hybrid Platinum 4WD,Cadillac,2012 Cadillac Escalade Hybrid,2012,332,367
4930,64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV,Cadillac,2012 Cadillac Escalade ESV,2012,403,417
4931,64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV AWD,Cadillac,2012 Cadillac Escalade ESV,2012,403,417
4932,64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV Luxury,Cadillac,2012 Cadillac Escalade ESV,2012,403,417
4933,64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV Luxury AWD,Cadillac,2012 Cadillac Escalade ESV,2012,403,417
4934,64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2012 Cadillac Escalade ESV Premium,Cadillac,2012 Cadillac Escalade ESV,2012,403,417
4935,64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,9,E85,13,Automatic transmission,2012 Cadillac Escalade ESV Premium AWD,Cadillac,2012 Cadillac Escalade ESV,2012,403,417
4936,64,29,217,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,14,Gasoline,18,Automatic transmission,2012 Cadillac Escalade ESV Platinum,Cadillac,2012 Cadillac Escalade ESV,2012,403,417
4937,64,29,217,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,9,E85,13,Automatic transmission,2012 Cadillac Escalade ESV Platinum AWD,Cadillac,2012 Cadillac Escalade ESV,2012,403,417
4938,85,106,166,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover HSE LUX,Land Rover,2012 Land Rover Range Rover,2012,375,375
4939,85,106,166,Four-wheel drive,Land Rover 5.0L 8 Cylinder 510 hp 461 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover Autobiography,Land Rover,2012 Land Rover Range Rover,2012,510,461
4940,85,106,166,Four-wheel drive,Land Rover 5.0L 8 Cylinder 510 hp 461 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover Supercharged,Land Rover,2012 Land Rover Range Rover,2012,510,461
4941,85,106,166,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover HSE,Land Rover,2012 Land Rover Range Rover,2012,375,375
4942,104,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2012 BMW 328i Convertible,BMW Motorrad,2012 BMW 3 Series Convertible,2012,230,200
4943,104,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2012 BMW 328i Convertible AT,BMW Motorrad,2012 BMW 3 Series Convertible,2012,230,200
4944,104,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Manual,19,Gasoline,28,Manual transmission,2012 BMW 335i Convertible,BMW,2012 BMW 3 Series Convertible,2012,300,300
4945,104,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,True,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 BMW 335i Convertible AT,BMW,2012 BMW 3 Series Convertible,2012,300,300
4946,91,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,True,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2012 BMW 335is Convertible,BMW,2012 BMW 3 Series Convertible,2012,320,332
4947,91,12,247,Rear-wheel drive,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,True,7,7 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 BMW 335is Convertible AT,BMW,2012 BMW 3 Series Convertible,2012,320,332
4948,111,7,11,Rear-wheel drive,BMW 4.0L 8 cylinder 414 hp 295 ft-lbs,True,6,6 Speed Manual,13,Gasoline,20,Manual transmission,2012 BMW M3 Convertible,BMW,2012 BMW 3 Series Convertible,2012,414,295
4949,111,7,11,Rear-wheel drive,BMW 4.0L 8 cylinder 414 hp 295 ft-lbs,True,7,7 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission,2012 BMW M3 Convertible AT,BMW,2012 BMW 3 Series Convertible,2012,414,295
4950,252,167,108,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover Sport HSE LUX,Land Rover,2012 Land Rover Range Rover Sport,2012,375,375
4951,252,167,108,Four-wheel drive,Land Rover 5.0L 8 Cylinder 510 hp 461 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover Range Rover Sport Autobiography,Land Rover,2012 Land Rover Range Rover Sport,2012,510,461
4952,252,167,108,Four-wheel drive,Land Rover 5.0L 8 Cylinder 375 hp 375 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2012 Land Rover Range Rover Sport HSE,Land Rover,2012 Land Rover Range Rover Sport,2012,375,375
4953,252,167,108,Four-wheel drive,Land Rover 5.0L 8 Cylinder 510 hp 461 ft-lbs S-charged,True,6,6 Speed Automatic Select Shift,12,Gasoline,17,Automatic transmission,2012 Land Rover Range Rover Sport Supercharged,Land Rover,2012 Land Rover Range Rover Sport,2012,510,461
4954,247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 AWD Premier Plus,Volvo,2012 Volvo XC90,2012,240,236
4955,247,200,105,All-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Volvo XC90 3.2 AWD Platinum,Volvo,2012 Volvo XC90,2012,240,236
